Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,X,Y,Size,Color
엘리베이터,엘리베이터,12,12,24,3,0.43787,0.47973,12.028735,4,11535.195312,7092.044434,359.574463,"#fa9200"
상층,상층,11,11,22,3,0.420455,0.461712,1.022081,4,12457.851562,8729.370117,344.680847,"#fa9200"
와이어로프,와이어로프,11,11,22,3,0.420455,0.461712,1.022081,4,13400.486328,7777.331543,344.680847,"#fa9200"
외줄,외줄,11,11,22,3,0.420455,0.461712,1.022081,4,12131.575195,10097.871094,344.680847,"#fa9200"
텐션,텐션,11,11,22,3,0.420455,0.461712,1.022081,4,13525.878906,10011.050781,344.680847,"#fa9200"
피트,피트,11,11,22,3,0.420455,0.461712,1.022081,4,14317.455078,8840.612305,344.680847,"#fa9200"
이스트,이스트,24,24,48,3,0.515679,0.564189,169.876813,5,15720.980469,2575.495117,538.297852,"#69c404"
밸브,밸브,14,14,28,3,0.46395,0.505631,7.036492,2,18219.582031,13155.163086,389.361694,"#00af87"
지지,지지,14,14,28,3,0.445783,0.490991,7.900235,2,18762.978516,15001.048828,389.361694,"#00af87"
테이블,테이블,12,12,24,3,0.430233,0.472973,0,2,20495.683594,16001.594727,359.574463,"#00af87"
중인,중인,12,12,24,3,0.430233,0.472973,0,2,20700.845703,14194.708984,359.574463,"#00af87"
인양,인양,28,28,56,3,0.510345,0.56982,269.789596,2,24638.84375,10991.420898,597.872314,"#00af87"
협착된,협착된,15,15,30,3,0.465409,0.509009,19.569869,2,19479.152344,17750.191406,404.25531,"#00af87"
행동,행동,23,23,46,3,0.505119,0.55518,60.160875,5,5577.658691,-9234.042969,523.404236,"#69c404"
불안전,불안전,37,37,74,3,0.534296,0.60473,343.097872,5,3174.042236,-13322.108398,731.914917,"#69c404"
자세,자세,33,33,66,3,0.517483,0.585586,406.724607,5,14582.254883,-14954.167969,672.340454,"#69c404"
방법,방법,39,39,78,3,0.538182,0.611486,417.858429,5,6482.646973,-19359.324219,761.702148,"#69c404"
이동식,이동식,20,20,40,3,0.48366,0.533784,28.05243,0,-651.368652,-7452.441895,478.723389,"#e28bff"
이송,이송,13,13,26,3,0.453988,0.495495,2.514717,0,-419.91922,-4606.397461,374.468079,"#e28bff"
통로,통로,14,14,28,3,0.471338,0.511261,8.478706,0,-1549.205811,-5541.087402,389.361694,"#e28bff"
지정,지정,12,12,24,3,0.452599,0.492117,0.365803,0,-4.810268,-3315.816162,359.574463,"#e28bff"
하나,하나,12,12,24,3,0.452599,0.492117,0.365803,0,-1675.160645,-3956.477783,359.574463,"#e28bff"
마치,마치,24,24,48,3,0.510345,0.560811,203.507586,5,6983.080566,-2619.472412,538.297852,"#69c404"
대차,대차,18,18,36,3,0.477419,0.524775,27.111969,0,-3816.07373,-3784.371094,448.936157,"#e28bff"
낙상,낙상,16,16,32,3,0.477419,0.52027,5.686289,5,4239.703125,-7439.479492,419.148926,"#69c404"
주장,주장,15,15,30,3,0.475884,0.516892,4.740834,5,7222.337891,-6761.750977,404.25531,"#69c404"
인력,인력,16,16,32,3,0.478964,0.521396,11.028745,5,3706.976318,-8754.120117,419.148926,"#69c404"
중량,중량,25,25,50,3,0.493333,0.551802,298.128768,5,12042.571289,-12447.023438,553.191467,"#69c404"
부주의,부주의,48,48,96,3,0.569231,0.648649,1057.614847,5,9507.655273,-5506.244141,895.74469,"#69c404"
동작,동작,19,19,38,3,0.501695,0.543919,29.830631,5,11453.035156,-9078.071289,463.829773,"#69c404"
본인,본인,25,25,50,3,0.510345,0.563063,242.250505,5,16415.414062,-4626.573242,553.191467,"#69c404"
부족,부족,33,33,66,3,0.540146,0.599099,336.402005,5,8182.81543,-9700.224609,672.340454,"#69c404"
홀더선,홀더선,18,18,36,3,0.498316,0.539414,9.733487,5,13519.735352,-6604.283203,448.936157,"#69c404"
순관,순관,18,18,36,3,0.498316,0.539414,9.733487,5,14780.325195,-7682.689453,448.936157,"#69c404"
능력,능력,18,18,36,3,0.498316,0.539414,9.733487,5,13064.477539,-8231.99707,448.936157,"#69c404"
부품,부품,18,18,36,3,0.498316,0.539414,9.733487,5,11812.862305,-7195.69873,448.936157,"#69c404"
근로자,근로자,9,9,18,3,0.452599,0.48536,0,5,5402.785156,-7266.175293,314.893616,"#69c404"
작업장,작업장,10,10,20,3,0.465409,0.497748,4.264716,5,3886.643311,-10391.37207,329.787231,"#69c404"
체계,체계,24,24,48,3,0.5,0.554054,106.410709,5,-4795.283203,-19216.203125,538.297852,"#69c404"
신호,신호,22,22,44,3,0.493333,0.545045,92.702667,5,-2931.77832,-16640.476562,508.51062,"#69c404"
가설,가설,20,20,40,3,0.48366,0.533784,99.994808,0,5427.100586,545.396057,478.723389,"#e28bff"
바퀴,바퀴,14,14,28,3,0.469841,0.510135,5.888225,0,-5240.655762,-2151.811523,389.361694,"#e28bff"
컨베이어,컨베이어,12,12,24,3,0.45679,0.495495,2.492357,0,-3649.16333,-2161.094482,359.574463,"#e28bff"
미고,미고,14,14,28,3,0.472843,0.512387,4.132303,5,6569.207031,-7884.197266,389.361694,"#69c404"
조기,조기,14,14,28,3,0.472843,0.512387,4.132303,5,8072.377441,-7703.245605,389.361694,"#69c404"
인조,인조,22,22,44,3,0.491694,0.543919,115.913216,0,-15108.84668,-11647.859375,508.51062,"#e28bff"
미끄럼,미끄럼,10,10,20,3,0.45679,0.490991,0,0,-8425.99707,2098.208496,329.787231,"#e28bff"
위험,위험,21,21,42,3,0.482085,0.53491,121.343143,5,1393.818726,-21463.736328,493.617004,"#69c404"
대책,대책,12,12,24,3,0.449848,0.489865,1.274797,5,4478.941406,-22967.248047,359.574463,"#69c404"
돌출,돌출,14,14,28,3,0.461059,0.503378,8.162896,5,2483.291016,-24218.75,389.361694,"#69c404"
원인,원인,25,25,50,3,0.515679,0.566441,146.836305,5,10716.416992,-17849.421875,553.191467,"#69c404"
교육,교육,14,14,28,3,0.461059,0.503378,8.162896,5,6148.897949,-24218.75,389.361694,"#69c404"
요인,요인,21,21,42,3,0.48366,0.536036,88.288145,5,-2576.446533,-24218.75,493.617004,"#69c404"
도출,도출,12,12,24,3,0.449848,0.489865,1.274797,5,4325.427246,-24218.75,359.574463,"#69c404"
개인,개인,25,25,50,3,0.491694,0.550676,267.324926,5,13840.920898,-9910.083008,553.191467,"#69c404"
질병,질병,12,12,24,3,0.412256,0.456081,1.144664,1,17405.837891,-16371.255859,359.574463,"#fffc5d"
