Source,Target,Type,Id,Label,Weight,Color
이동,설치,Directed,391,,2.407028,"#999999"
이동,비계,Directed,392,,0.946187,"#999999"
이동,자재,Directed,393,,3.915314,"#999999"
이동,바닥,Directed,394,,0.206754,"#999999"
이동,거푸집,Directed,395,,0.43213,"#999999"
이동,추락,Directed,396,,0.104642,"#999999"
이동,작업중,Directed,397,,0.276079,"#999999"
이동,안전,Directed,398,,1.629857,"#999999"
이동,발판,Directed,399,,1.863733,"#999999"
이동,사다리,Directed,400,,0.137672,"#999999"
이동,상태,Directed,401,,0.092671,"#999999"
이동,미흡,Directed,404,,1.030804,"#999999"
이동,고정,Directed,405,,0.165278,"#999999"
이동,체결,Directed,409,,0.346452,"#999999"
이동,고리,Directed,410,,0.6149,"#999999"
이동,운전,Directed,411,,0.248367,"#999999"
이동,안전교육,Directed,412,,0.247679,"#999999"
이동,안전벨트,Directed,413,,0.242192,"#999999"
이동,부족,Directed,414,,0.135112,"#999999"
이동,부주의,Directed,416,,1.935841,"#999999"
이동,공구,Directed,418,,0.183819,"#999999"
이동,운반,Directed,419,,0.933995,"#999999"
이동,철근,Directed,420,,0.198548,"#999999"
이동,시스템,Directed,422,,1.593333,"#999999"
이동,동바리,Directed,426,,0.316723,"#999999"
이동,외부,Directed,428,,0.310476,"#999999"
이동,정리,Directed,429,,1.757675,"#999999"
이동,불안전,Directed,435,,1.106507,"#999999"
이동,행동,Directed,436,,1.364029,"#999999"
이동,근로자,Directed,437,,1.446789,"#999999"
이동,간의,Directed,442,,0.333757,"#999999"
이동,대차,Directed,443,,0.33142,"#999999"
이동,다림,Directed,444,,0.323325,"#999999"
이동,방법,Directed,445,,0.321433,"#999999"
이동,전달,Directed,447,,0.374498,"#999999"
이동,상부,Directed,461,,0.685127,"#999999"
이동,추락사고,Directed,462,,0.891623,"#999999"
이동,충돌,Directed,463,,0.832528,"#999999"
이동,굴착기,Directed,465,,0.332489,"#999999"
이동,결속,Directed,468,,0.301586,"#999999"
이동,철골빔,Directed,469,,0.575031,"#999999"
이동,시야,Directed,470,,0.283526,"#999999"
이동,구간,Directed,472,,0.115609,"#999999"
