Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,X,Y,Size,Color
그라인더,그라인더,22,22,44,3,0.521886,0.56129,133.257686,0,12257.459961,-18085.228516,595,"#d97dd8"
착용,착용,27,27,54,3,0.534483,0.57957,183.891641,3,24982.099609,19470.275391,670,"#00c7ff"
목재,목재,16,16,32,4,0.445402,0.496237,8.693713,4,-21436.753906,-19759.640625,505,"#ff7045"
나무,나무,15,15,30,4,0.442857,0.491935,1.356192,4,-22308.474609,-21105.132812,490,"#ff7045"
아웃,아웃,15,15,30,4,0.442857,0.491935,1.356192,4,-25196.568359,-20313.148438,490,"#ff7045"
트리,트리,15,15,30,4,0.442857,0.491935,1.356192,4,-24530.847656,-18798.296875,490,"#ff7045"
벌목,벌목,15,15,30,4,0.442857,0.491935,1.356192,4,-23127.277344,-22908.019531,490,"#ff7045"
부족,부족,23,23,46,3,0.488959,0.541935,71.043439,1,17081.925781,14276.852539,610,"#8cb900"
자의,자의,24,24,48,3,0.501618,0.552688,98.097509,1,14710.460938,9646.164062,625,"#8cb900"
확보,확보,29,29,58,3,0.488959,0.554839,210.39525,1,21381.177734,12846.580078,700,"#8cb900"
개인,개인,23,23,46,3,0.482866,0.537634,66.987975,1,16065.94043,11001.254883,610,"#8cb900"
교량,교량,20,20,40,3,0.479876,0.529032,33.931798,1,21867.402344,5742.003906,565,"#8cb900"
보도,보도,11,11,22,3,0.474006,0.505376,10.264238,1,13431.527344,-39.686577,430,"#8cb900"
단순,단순,17,17,34,3,0.45858,0.506452,6.345606,1,15561.94043,8163.410645,520,"#8cb900"
과실,과실,17,17,34,3,0.45858,0.506452,6.345606,1,18242.730469,7615.495605,520,"#8cb900"
상체,상체,17,17,34,3,0.45858,0.506452,6.345606,1,18835.337891,9395.459961,520,"#8cb900"
태자,태자,17,17,34,3,0.45858,0.506452,6.345606,1,20076.011719,8079.41748,520,"#8cb900"
신설,신설,17,17,34,3,0.45858,0.506452,6.345606,1,19417.830078,6291.050293,520,"#8cb900"
횡대,횡대,21,21,42,3,0.508197,0.550538,8.267052,3,-5582.833496,16153.510742,580,"#00c7ff"
수평,수평,23,23,46,3,0.525424,0.565591,13.435158,3,-4352.863281,18045.357422,610,"#00c7ff"
소형,소형,20,20,40,3,0.496795,0.54086,6.100433,3,-6852.854492,18831.521484,565,"#00c7ff"
승강,승강,23,23,46,3,0.525424,0.565591,13.435158,3,-4549.429688,20837.990234,610,"#00c7ff"
도중,도중,10,10,20,3,0.421196,0.45914,82.28071,1,16063.553711,4662.598145,415,"#8cb900"
주변,주변,16,16,32,3,0.468278,0.511828,44.696358,3,20725.720703,18122.660156,505,"#00c7ff"
고소,고소,20,20,40,3,0.490506,0.536559,105.203042,3,16929.882812,20505.792969,565,"#00c7ff"
원인,원인,18,18,36,3,0.451895,0.503226,313.176032,1,14399.504883,7133.338867,535,"#8cb900"
위험,위험,22,22,44,3,0.449275,0.509677,91.327757,3,14575.379883,21282.117188,595,"#00c7ff"
대한,대한,23,23,46,3,0.503247,0.551613,122.204926,3,16200.4375,18203.078125,610,"#00c7ff"
미흡,미흡,22,22,44,3,0.492063,0.541935,110.237586,3,18502.945312,17834.34375,595,"#00c7ff"
통제,통제,17,17,34,3,0.464072,0.510753,48.709723,3,18833.589844,20308.673828,520,"#00c7ff"
환경,환경,15,15,30,3,0.444126,0.490323,22.180381,3,20644.480469,20174.3125,490,"#00c7ff"
우물,우물,14,14,28,3,0.414439,0.46129,5.104369,3,20519.613281,22210.472656,475,"#00c7ff"
경내,경내,14,14,28,3,0.414439,0.46129,5.104369,3,22204.673828,21743.509766,475,"#00c7ff"
풍속,풍속,14,14,28,3,0.414439,0.46129,5.104369,3,22356.248047,19915.460938,475,"#00c7ff"
거리,거리,12,12,24,3,0.445402,0.484946,7.804986,3,13153.172852,18000.845703,445,"#00c7ff"
순서,순서,18,18,36,3,0.406824,0.462366,192.297864,1,16926.076172,8459.100586,535,"#8cb900"
결빙,결빙,9,9,18,4,0.378973,0.417204,0,1,16156.935547,7117.988281,400,"#8cb900"
동작,동작,9,9,18,4,0.378973,0.417204,0,1,16715.931641,6227.413086,400,"#8cb900"
부적정,부적정,9,9,18,4,0.378973,0.417204,0,1,16859.441406,5288.611816,400,"#8cb900"
자세,자세,9,9,18,4,0.378973,0.417204,0,1,17125.257812,7071.87207,400,"#8cb900"
불량,불량,9,9,18,4,0.378973,0.417204,0,1,17640.636719,5950.756836,400,"#8cb900"
수목,수목,14,14,28,4,0.43662,0.484409,0.265406,4,-23237.515625,-19723.023438,475,"#ff7045"
객체,객체,14,14,28,4,0.43662,0.484409,0.265406,4,-23935.914062,-21308.449219,475,"#ff7045"
선별,선별,14,14,28,4,0.43662,0.484409,0.265406,4,-25557.066406,-22291.757812,475,"#ff7045"
